gene.id,gene.name,function
ENSG00000101198.14,NKAIN4,protein coding
ENSG00000101199.12,ARFGAP1,protein coding
ENSG00000101203.16,COL20A1,protein coding
ENSG00000101204.16,CHRNA4,protein coding
ENSG00000075043.18,KCNQ2,protein coding
ENSG00000101210.10,EEF1A2,protein coding
ENSG00000125534.9,PPDPF,protein coding
ENSG00000101213.6,PTK6,protein coding
ENSG00000125508.3,SRMS,protein coding
ENSG00000125531.6,FNDC11,protein coding
ENSG00000130589.16,HELZ2,protein coding
ENSG00000101216.10,GMEB2,protein coding
ENSG00000197457.9,STMN3,protein coding
ENSG00000258366.7,RTEL1,protein coding
ENSG00000243509.4,TNFRSF6B,protein coding
ENSG00000101246.19,ARFRP1,protein coding
ENSG00000197114.11,ZGPAT,protein coding
ENSG00000203896.9,LIME1,protein coding
ENSG00000125520.13,SLC2A4RG,protein coding
ENSG00000130584.10,ZBTB46,protein coding
ENSG00000101150.17,TPD52L2,protein coding
ENSG00000101152.10,DNAJC5,protein coding
ENSG00000198276.15,UCKL1,protein coding
ENSG00000196700.8,ZNF512B,protein coding
ENSG00000130590.13,SAMD10,protein coding
ENSG00000101161.7,PRPF6,protein coding
ENSG00000196421.8,LINC00176,protein coding
ENSG00000203883.6,SOX18,protein coding
ENSG00000171703.16,TCEA2,protein coding
ENSG00000171700.13,RGS19,protein coding
ENSG00000125510.15,OPRL1,protein coding
ENSG00000171695.10,LKAAEAR1,protein coding
ENSG00000125522.3,NPBWR2,protein coding
ENSG00000196132.11,MYT1,protein coding
ENSG00000203880.11,PCMTD2,protein coding
ENSG00000279493.1,CH507-9B2.2,protein coding
ENSG00000277117.4,CH507-9B2.1,protein coding
ENSG00000280071.3,CH507-9B2.3,protein coding
ENSG00000275464.4,CH507-9B2.5,protein coding
ENSG00000280433.1,CH507-9B2.9,protein coding
ENSG00000274559.3,CH507-42P11.1,protein coding
ENSG00000275993.2,CH507-42P11.8,protein coding
ENSG00000274276.4,CBSL,protein coding
ENSG00000275895.6,U2AF1L5,protein coding
ENSG00000276076.4,CH507-152C13.3,protein coding
ENSG00000273590.4,SMIM11B,protein coding
ENSG00000277277.3,CH507-396I9.7,protein coding
ENSG00000278961.1,CH507-396I9.3,protein coding
ENSG00000276289.4,KCNE1B,protein coding
ENSG00000274391.4,TPTE,protein coding
ENSG00000166351.10,POTED,protein coding
ENSG00000188992.11,LIPI,protein coding
ENSG00000185272.13,RBM11,protein coding
ENSG00000155304.5,HSPA13,protein coding
ENSG00000155307.17,SAMSN1,protein coding
ENSG00000243440.6,AF165138.7,protein coding
ENSG00000180530.10,NRIP1,protein coding
ENSG00000155313.15,USP25,protein coding
ENSG00000154639.18,CXADR,protein coding
ENSG00000154640.14,BTG3,protein coding
ENSG00000154642.10,C21orf91,protein coding
ENSG00000154645.13,CHODL,protein coding
ENSG00000154646.8,TMPRSS15,protein coding
ENSG00000154654.14,NCAM2,protein coding
ENSG00000154719.13,MRPL39,protein coding
ENSG00000154721.14,JAM2,protein coding
ENSG00000154723.12,ATP5J,protein coding
ENSG00000154727.10,GABPA,protein coding
ENSG00000142192.20,APP,protein coding
ENSG00000166265.11,CYYR1,protein coding
ENSG00000154734.14,ADAMTS1,protein coding
ENSG00000154736.5,ADAMTS5,protein coding
ENSG00000156239.11,N6AMT1,protein coding
ENSG00000198862.13,LTN1,protein coding
ENSG00000156253.6,RWDD2B,protein coding
ENSG00000156256.14,USP16,protein coding
ENSG00000156261.12,CCT8,protein coding
ENSG00000156265.15,MAP3K7CL,protein coding
ENSG00000156273.15,BACH1,protein coding
ENSG00000171189.17,GRIK1,protein coding
ENSG00000156282.4,CLDN17,protein coding
ENSG00000156284.5,CLDN8,protein coding
ENSG00000188694.5,KRTAP24-1,protein coding
ENSG00000232263.1,KRTAP25-1,protein coding
ENSG00000197683.4,KRTAP26-1,protein coding
ENSG00000206107.2,KRTAP27-1,protein coding
ENSG00000186980.6,KRTAP23-1,protein coding
ENSG00000182816.8,KRTAP13-2,protein coding
ENSG00000198390.4,KRTAP13-1,protein coding
ENSG00000240432.3,KRTAP13-3,protein coding
ENSG00000186971.3,KRTAP13-4,protein coding
ENSG00000186970.4,KRTAP15-1,protein coding
ENSG00000184351.7,KRTAP19-1,protein coding
ENSG00000186965.4,KRTAP19-2,protein coding
ENSG00000244025.4,KRTAP19-3,protein coding
ENSG00000186967.6,KRTAP19-4,protein coding
ENSG00000186977.2,KRTAP19-5,protein coding
ENSG00000186925.6,KRTAP19-6,protein coding
ENSG00000244362.3,KRTAP19-7,protein coding
ENSG00000206106.2,KRTAP22-2,protein coding
ENSG00000212938.3,KRTAP6-3,protein coding
ENSG00000186930.4,KRTAP6-2,protein coding
ENSG00000186924.3,KRTAP22-1,protein coding
ENSG00000184724.5,KRTAP6-1,protein coding
ENSG00000244624.3,KRTAP20-1,protein coding
ENSG00000206105.2,KRTAP20-4,protein coding
ENSG00000184032.2,KRTAP20-2,protein coding
ENSG00000206104.2,KRTAP20-3,protein coding
ENSG00000231068.1,KRTAP21-3,protein coding
ENSG00000187026.2,KRTAP21-2,protein coding
ENSG00000187005.4,KRTAP21-1,protein coding
ENSG00000183640.5,KRTAP8-1,protein coding
ENSG00000274749.1,KRTAP7-1,protein coding
ENSG00000182591.5,KRTAP11-1,protein coding
ENSG00000206102.2,KRTAP19-8,protein coding
ENSG00000156299.13,TIAM1,protein coding
ENSG00000142168.14,SOD1,protein coding
ENSG00000156304.14,SCAF4,protein coding
ENSG00000142149.8,HUNK,protein coding
ENSG00000159055.3,MIS18A,protein coding
ENSG00000170262.12,MRAP,protein coding
ENSG00000142207.6,URB1,protein coding
ENSG00000166979.12,EVA1C,protein coding
ENSG00000242220.6,TCP10L,protein coding
ENSG00000159079.18,C21orf59,protein coding
ENSG00000159082.17,SYNJ1,protein coding
ENSG00000159086.14,PAXBP1,protein coding
ENSG00000205929.10,C21orf62,protein coding
ENSG00000205927.4,OLIG2,protein coding
ENSG00000184221.12,OLIG1,protein coding
ENSG00000159110.19,IFNAR2,protein coding
ENSG00000243646.9,IL10RB,protein coding
ENSG00000142166.12,IFNAR1,protein coding
ENSG00000159128.14,IFNGR2,protein coding
ENSG00000142188.16,TMEM50B,protein coding
ENSG00000177692.11,DNAJC28,protein coding
ENSG00000159131.16,GART,protein coding
ENSG00000159140.19,SON,protein coding
ENSG00000159147.17,DONSON,protein coding
ENSG00000205758.11,CRYZL1,protein coding
ENSG00000205726.14,ITSN1,protein coding
ENSG00000241837.6,ATP5O,protein coding
ENSG00000243927.5,MRPS6,protein coding
ENSG00000198743.6,SLC5A3,protein coding
ENSG00000159197.3,KCNE2,protein coding
ENSG00000205670.10,SMIM11A,protein coding
ENSG00000222018.1,C21orf140,protein coding
ENSG00000243627.4,AP000322.53,protein coding
ENSG00000180509.11,KCNE1,protein coding
ENSG00000159200.17,RCAN1,protein coding
ENSG00000159212.12,CLIC6,protein coding
ENSG00000159216.18,RUNX1,protein coding
ENSG00000185917.13,SETD4,protein coding
ENSG00000159228.12,CBR1,protein coding
ENSG00000159231.5,CBR3,protein coding
ENSG00000142197.12,DOPEY2,protein coding
ENSG00000159256.12,MORC3,protein coding
ENSG00000159259.7,CHAF1B,protein coding
ENSG00000159261.10,CLDN14,protein coding
ENSG00000159263.15,SIM2,protein coding
ENSG00000159267.14,HLCS,protein coding
ENSG00000183145.8,RIPPLY3,protein coding
ENSG00000185808.13,PIGP,protein coding
ENSG00000182670.13,TTC3,protein coding
ENSG00000157538.13,DSCR3,protein coding
ENSG00000157540.19,DYRK1A,protein coding
ENSG00000157542.9,KCNJ6,protein coding
ENSG00000184029.9,DSCR4,protein coding
ENSG00000198054.11,DSCR8,protein coding
ENSG00000157551.17,KCNJ15,protein coding
ENSG00000157554.18,ERG,protein coding
ENSG00000157557.11,ETS2,protein coding
ENSG00000183527.11,PSMG1,protein coding
ENSG00000185658.13,BRWD1,protein coding
ENSG00000205581.10,HMGN1,protein coding
ENSG00000182093.14,WRB,protein coding
ENSG00000157578.13,LCA5L,protein coding
ENSG00000185437.13,SH3BGR,protein coding
ENSG00000183778.17,B3GALT5,protein coding
ENSG00000183067.5,IGSF5,protein coding
ENSG00000183036.10,PCP4,protein coding
ENSG00000171587.14,DSCAM,protein coding
ENSG00000182240.15,BACE2,protein coding
ENSG00000183844.16,FAM3B,protein coding
ENSG00000183486.12,MX2,protein coding
ENSG00000157601.13,MX1,protein coding
ENSG00000184012.11,TMPRSS2,protein coding
ENSG00000183421.11,RIPK4,protein coding
ENSG00000141956.13,PRDM15,protein coding
ENSG00000157617.16,C2CD2,protein coding
ENSG00000173276.13,ZBTB21,protein coding
ENSG00000177398.18,UMODL1,protein coding
ENSG00000160179.18,ABCG1,protein coding
ENSG00000160180.15,TFF3,protein coding
ENSG00000160181.8,TFF2,protein coding
ENSG00000160182.2,TFF1,protein coding
ENSG00000160183.13,TMPRSS3,protein coding
ENSG00000160185.14,UBASH3A,protein coding
ENSG00000160188.9,RSPH1,protein coding
ENSG00000160190.13,SLC37A1,protein coding
ENSG00000160191.17,PDE9A,protein coding
ENSG00000160193.11,WDR4,protein coding
ENSG00000160194.17,NDUFV3,protein coding
ENSG00000160199.14,PKNOX1,protein coding
ENSG00000160200.17,CBS,protein coding
ENSG00000160201.11,U2AF1,protein coding
ENSG00000160202.7,CRYAA,protein coding
ENSG00000142178.7,SIK1,protein coding
ENSG00000160207.8,HSF2BP,protein coding
ENSG00000234289.5,H2BFS,protein coding
ENSG00000160208.12,RRP1B,protein coding
ENSG00000160209.18,PDXK,protein coding
ENSG00000160213.6,CSTB,protein coding
ENSG00000160214.12,RRP1,protein coding
ENSG00000160216.18,AGPAT3,protein coding
ENSG00000160218.12,TRAPPC10,protein coding
ENSG00000241945.7,PWP2,protein coding
ENSG00000160221.16,C21orf33,protein coding
ENSG00000160223.16,ICOSLG,protein coding
ENSG00000142182.8,DNMT3L,protein coding
ENSG00000160224.16,AIRE,protein coding
ENSG00000141959.16,PFKL,protein coding
ENSG00000160226.15,C21orf2,protein coding
ENSG00000142185.16,TRPM2,protein coding
ENSG00000160233.7,LRRC3,protein coding
ENSG00000175894.14,TSPEAR,protein coding
ENSG00000215455.4,KRTAP10-1,protein coding
ENSG00000205445.3,KRTAP10-2,protein coding
ENSG00000212935.1,KRTAP10-3,protein coding
ENSG00000215454.6,KRTAP10-4,protein coding
ENSG00000241123.1,KRTAP10-5,protein coding
ENSG00000188155.11,KRTAP10-6,protein coding
ENSG00000272804.3,KRTAP10-7,protein coding
ENSG00000187766.1,KRTAP10-8,protein coding
ENSG00000221837.5,KRTAP10-9,protein coding
ENSG00000221859.2,KRTAP10-10,protein coding
ENSG00000243489.4,KRTAP10-11,protein coding
ENSG00000212933.1,KRTAP12-4,protein coding
ENSG00000205439.10,KRTAP12-3,protein coding
ENSG00000221864.4,KRTAP12-2,protein coding
ENSG00000187175.5,KRTAP12-1,protein coding
ENSG00000189169.7,KRTAP10-12,protein coding
ENSG00000184787.18,UBE2G2,protein coding
ENSG00000184900.15,SUMO3,protein coding
ENSG00000183255.11,PTTG1IP,protein coding
ENSG00000160255.17,ITGB2,protein coding
ENSG00000160256.12,FAM207A,protein coding
ENSG00000197381.15,ADARB1,protein coding
ENSG00000186866.16,POFUT2,protein coding
ENSG00000182871.14,COL18A1,protein coding
ENSG00000173638.18,SLC19A1,protein coding
ENSG00000183570.16,PCBP3,protein coding
ENSG00000142156.14,COL6A1,protein coding
ENSG00000142173.14,COL6A2,protein coding
ENSG00000160282.13,FTCD,protein coding
ENSG00000160284.14,SPATC1L,protein coding
ENSG00000160285.14,LSS,protein coding
ENSG00000160294.10,MCM3AP,protein coding
ENSG00000182362.13,YBEY,protein coding
ENSG00000160298.17,C21orf58,protein coding
ENSG00000160299.16,PCNT,protein coding
ENSG00000160305.17,DIP2A,protein coding
ENSG00000160307.9,S100B,protein coding
ENSG00000160310.17,PRMT2,protein coding
ENSG00000130538.4,OR11H1,protein coding
ENSG00000198062.14,POTEH,protein coding
ENSG00000198445.4,CCT8L2,protein coding
ENSG00000172967.7,XKR3,protein coding
ENSG00000177663.13,IL17RA,protein coding
ENSG00000183307.3,CECR6,protein coding
ENSG00000069998.12,HDHD5,protein coding
ENSG00000093072.15,CECR1,protein coding
ENSG00000099954.18,CECR2,protein coding
ENSG00000182902.13,SLC25A18,protein coding
ENSG00000131100.12,ATP6V1E1,protein coding
ENSG00000099968.17,BCL2L13,protein coding
ENSG00000015475.18,BID,protein coding
ENSG00000243156.7,MICAL3,protein coding
ENSG00000215193.12,PEX26,protein coding
ENSG00000183785.14,TUBA8,protein coding
ENSG00000184979.9,USP18,protein coding
ENSG00000277870.5,FAM230A,protein coding
ENSG00000274252.1,GGTLC3,protein coding
ENSG00000278558.4,TMEM191B,protein coding
ENSG00000275793.1,RIMBP3,protein coding
ENSG00000183628.12,DGCR6,protein coding
ENSG00000100033.16,PRODH,protein coding
ENSG00000070413.19,DGCR2,protein coding
ENSG00000100056.11,DGCR14,protein coding
ENSG00000063515.2,GSC2,protein coding
ENSG00000100075.9,SLC25A1,protein coding
ENSG00000070371.15,CLTCL1,protein coding
ENSG00000100084.14,HIRA,protein coding
ENSG00000185608.8,MRPL40,protein coding
ENSG00000242259.8,C22orf39,protein coding
ENSG00000070010.18,UFD1L,protein coding
ENSG00000093009.9,CDC45,protein coding
ENSG00000184113.9,CLDN5,protein coding
ENSG00000184702.17,5-Sep,protein coding
ENSG00000184058.12,TBX1,protein coding
ENSG00000185838.13,GNB1L,protein coding
ENSG00000215012.8,C22orf29,protein coding
ENSG00000184470.20,TXNRD2,protein coding
ENSG00000093010.13,COMT,protein coding
ENSG00000099889.13,ARVCF,protein coding
ENSG00000183597.15,TANGO2,protein coding
ENSG00000128191.15,DGCR8,protein coding
ENSG00000099899.14,TRMT2A,protein coding
ENSG00000099901.16,RANBP1,protein coding
ENSG00000099904.15,ZDHHC8,protein coding
ENSG00000234409.6,CCDC188,protein coding
ENSG00000040608.13,RTN4R,protein coding
ENSG00000128185.9,DGCR6L,protein coding
ENSG00000161133.16,USP41,protein coding
ENSG00000185252.18,ZNF74,protein coding
ENSG00000244486.8,SCARF2,protein coding
ENSG00000099910.16,KLHL22,protein coding
ENSG00000099917.17,MED15,protein coding
ENSG00000241973.10,PI4KA,protein coding
ENSG00000099937.10,SERPIND1,protein coding
ENSG00000099940.11,SNAP29,protein coding
ENSG00000099942.12,CRKL,protein coding
ENSG00000183773.15,AIFM3,protein coding
ENSG00000099949.18,LZTR1,protein coding
ENSG00000184436.11,THAP7,protein coding
ENSG00000099957.16,P2RX6,protein coding
ENSG00000099960.12,SLC7A4,protein coding
ENSG00000187905.10,LRRC74B,protein coding
ENSG00000133475.16,GGT2,protein coding
ENSG00000274600.1,RIMBP3B,protein coding
ENSG00000169635.9,HIC2,protein coding
ENSG00000206140.10,TMEM191C,protein coding
ENSG00000183246.6,RIMBP3C,protein coding
ENSG00000185651.14,UBE2L3,protein coding
ENSG00000161179.13,YDJC,protein coding
ENSG00000161180.10,CCDC116,protein coding
ENSG00000128228.4,SDF2L1,protein coding
ENSG00000100023.18,PPIL2,protein coding
ENSG00000100027.14,YPEL1,protein coding
ENSG00000100030.14,MAPK1,protein coding
ENSG00000100034.13,PPM1F,protein coding
ENSG00000100038.19,TOP3B,protein coding
ENSG00000169575.4,VPREB1,protein coding
ENSG00000275004.3,ZNF280B,protein coding
ENSG00000169548.3,ZNF280A,protein coding
ENSG00000185686.17,PRAME,protein coding
ENSG00000100121.12,GGTLC2,protein coding
ENSG00000100218.11,RSPH14,protein coding
ENSG00000128266.8,GNAZ,protein coding
ENSG00000100228.12,RAB36,protein coding
ENSG00000186716.20,BCR,protein coding
ENSG00000128322.6,IGLL1,protein coding
ENSG00000189269.12,DRICH1,protein coding
ENSG00000159496.14,RGL4,protein coding
ENSG00000187792.4,ZNF70,protein coding
ENSG00000128218.7,VPREB3,protein coding
ENSG00000169314.14,C22orf15,protein coding
ENSG00000250479.8,CHCHD10,protein coding
ENSG00000099953.9,MMP11,protein coding
ENSG00000099956.18,SMARCB1,protein coding
ENSG00000099958.14,DERL3,protein coding
ENSG00000133460.19,SLC2A11,protein coding
ENSG00000240972.1,MIF,protein coding
ENSG00000133433.10,GSTT2B,protein coding
ENSG00000099974.7,DDTL,protein coding
ENSG00000099977.13,DDT,protein coding
ENSG00000276950.5,GSTTP1,protein coding
ENSG00000099991.17,CABIN1,protein coding
ENSG00000099994.10,SUSD2,protein coding
ENSG00000099998.17,GGT5,protein coding
ENSG00000100014.19,SPECC1L,protein coding
ENSG00000128271.21,ADORA2A,protein coding
ENSG00000100024.14,UPB1,protein coding
ENSG00000138867.16,GUCD1,protein coding
ENSG00000100028.11,SNRPD3,protein coding
ENSG00000178026.12,LRRC75B,protein coding
ENSG00000100031.18,GGT1,protein coding
ENSG00000184571.13,PIWIL3,protein coding
ENSG00000167037.18,SGSM1,protein coding
ENSG00000206069.6,TMEM211,protein coding
ENSG00000197077.13,KIAA1671,protein coding
ENSG00000100053.9,CRYBB3,protein coding
ENSG00000244752.2,CRYBB2,protein coding
ENSG00000100068.11,LRP5L,protein coding
ENSG00000100077.14,GRK3,protein coding
ENSG00000133454.15,MYO18B,protein coding
ENSG00000100095.18,SEZ6L,protein coding
ENSG00000128203.6,ASPHD2,protein coding
ENSG00000100099.20,HPS4,protein coding
ENSG00000100104.13,SRRD,protein coding
ENSG00000100109.16,TFIP11,protein coding
ENSG00000128294.15,TPST2,protein coding
ENSG00000100122.5,CRYBB1,protein coding
ENSG00000196431.3,CRYBA4,protein coding
ENSG00000169184.5,MN1,protein coding
ENSG00000180957.17,PITPNB,protein coding
ENSG00000100154.14,TTC28,protein coding
ENSG00000183765.20,CHEK2,protein coding
ENSG00000100209.9,HSCB,protein coding
ENSG00000159873.9,CCDC117,protein coding
ENSG00000100219.16,XBP1,protein coding
ENSG00000183579.15,ZNRF3,protein coding
ENSG00000100249.4,C22orf31,protein coding
ENSG00000183762.12,KREMEN1,protein coding
ENSG00000186998.15,EMID1,protein coding
ENSG00000100263.13,RHBDD3,protein coding
ENSG00000182944.17,EWSR1,protein coding
ENSG00000185340.15,GAS2L1,protein coding
ENSG00000100276.9,RASL10A,protein coding
ENSG00000100280.16,AP1B1,protein coding
ENSG00000128250.5,RFPL1,protein coding
ENSG00000100285.9,NEFH,protein coding
ENSG00000100296.13,THOC5,protein coding
ENSG00000184117.11,NIPSNAP1,protein coding
ENSG00000186575.17,NF2,protein coding
ENSG00000100314.3,CABP7,protein coding
ENSG00000100319.12,ZMAT5,protein coding
ENSG00000184076.13,UQCR10,protein coding
ENSG00000100325.14,ASCC2,protein coding
ENSG00000100330.15,MTMR3,protein coding
ENSG00000176635.17,HORMAD2,protein coding
ENSG00000128342.4,LIF,protein coding
ENSG00000099985.3,OSM,protein coding
ENSG00000239282.7,GATSL3,protein coding
ENSG00000099992.15,TBC1D10A,protein coding
ENSG00000099995.18,SF3A1,protein coding
ENSG00000187860.10,CCDC157,protein coding
ENSG00000099999.14,RNF215,protein coding
ENSG00000100003.17,SEC14L2,protein coding
ENSG00000242114.5,MTFP1,protein coding
ENSG00000100012.11,SEC14L3,protein coding
ENSG00000133488.14,SEC14L4,protein coding
ENSG00000214491.8,SEC14L6,protein coding
ENSG00000128242.12,GAL3ST1,protein coding
ENSG00000100029.17,PES1,protein coding
ENSG00000185339.8,TCN2,protein coding
ENSG00000100036.12,SLC35E4,protein coding
ENSG00000167065.13,DUSP18,protein coding
ENSG00000184792.15,OSBP2,protein coding
ENSG00000133422.12,MORC2,protein coding
ENSG00000183963.18,SMTN,protein coding
ENSG00000198832.10,SELENOM,protein coding
ENSG00000185133.13,INPP5J,protein coding
ENSG00000100078.3,PLA2G3,protein coding
ENSG00000138942.15,RNF185,protein coding
ENSG00000182541.17,LIMK2,protein coding
ENSG00000100100.12,PIK3IP1,protein coding
ENSG00000100105.17,PATZ1,protein coding
ENSG00000185721.12,DRG1,protein coding
ENSG00000184708.17,EIF4ENIF1,protein coding
ENSG00000198089.15,SFI1,protein coding
ENSG00000241878.11,PISD,protein coding
ENSG00000183530.13,PRR14L,protein coding
ENSG00000100150.16,DEPDC5,protein coding
ENSG00000128245.14,YWHAH,protein coding
ENSG00000100170.9,SLC5A1,protein coding
ENSG00000205856.3,C22orf42,protein coding
ENSG00000128253.13,RFPL2,protein coding
ENSG00000100191.5,SLC5A4,protein coding
ENSG00000128276.10,RFPL3,protein coding
ENSG00000205853.10,RFPL3S,protein coding
ENSG00000100220.11,RTCB,protein coding
ENSG00000184459.8,BPIFC,protein coding
ENSG00000100225.17,FBXO7,protein coding
ENSG00000185666.14,SYN3,protein coding
ENSG00000100234.11,TIMP3,protein coding
ENSG00000133424.20,LARGE1,protein coding
ENSG00000175329.12,ISX,protein coding
ENSG00000100281.13,HMGXB4,protein coding
ENSG00000100284.20,TOM1,protein coding
ENSG00000100292.16,HMOX1,protein coding
ENSG00000100297.15,MCM5,protein coding
ENSG00000100302.6,RASD2,protein coding
ENSG00000198125.12,MB,protein coding
ENSG00000221963.5,APOL6,protein coding
ENSG00000128313.2,APOL5,protein coding
ENSG00000100320.22,RBFOX2,protein coding
ENSG00000128284.19,APOL3,protein coding
ENSG00000100336.17,APOL4,protein coding
ENSG00000128335.13,APOL2,protein coding
